Total Time Per Meal,Satisfaction Score
13,5.166666666666667
20,4.291666666666667
11,5.916666666666667
23,5.75
17,3.375
25,4.208333333333333
16,7.625
16,5.291666666666667
19,4.833333333333334
19,6.125
14,6.958333333333333
18,4.958333333333333
7,6.916666666666667
18,4.291666666666666
21,4.5
17,4.458333333333333
14,5.625
17,4.333333333333333
13,3.958333333333333
13,6.708333333333333
11,6.041666666666667
28,3.625
8,4.541666666666667
17,6.708333333333333
16,3.9166666666666665
10,5.208333333333334
8,4.208333333333333
16,4.291666666666667
28,6.791666666666667
21,3.75
11,3.75
25,5.5
20,5.0
22,5.875
20,6.916666666666666
25,4.791666666666666
22,4.25
13,4.541666666666666
16,5.416666666666667
18,7.333333333333334
17,5.625
19,4.458333333333333
15,6.0
18,6.125
12,4.166666666666666
26,4.75
18,5.458333333333333
20,5.958333333333334
14,7.791666666666667
22,5.916666666666667
19,6.541666666666667
11,3.625
9,5.916666666666666
18,5.416666666666666
21,5.291666666666667
25,5.666666666666667
12,6.375
10,5.375
22,6.416666666666667
15,6.458333333333333
19,6.083333333333334
12,3.6666666666666665
26,4.416666666666667
20,5.458333333333333
16,5.5
19,6.375
17,5.333333333333333
12,4.666666666666666
19,7.625
23,3.4583333333333335
16,4.833333333333333
15,6.25
25,5.375
9,4.916666666666667
11,6.666666666666667
10,6.458333333333333
18,3.2083333333333335
15,5.708333333333333
25,6.125
23,5.833333333333334
24,6.583333333333333
12,6.625
12,6.291666666666667
16,4.375
17,5.75
17,3.375
22,3.041666666666667
13,4.291666666666666
19,3.625
13,4.458333333333333
19,5.958333333333334
14,3.6666666666666665
19,4.583333333333333
23,5.625
21,6.75
21,5.0
18,5.333333333333333
21,5.333333333333334
20,6.583333333333334
22,4.125
19,3.75
23,6.0
16,5.291666666666667
14,5.958333333333333
13,4.083333333333333
18,3.7083333333333335
16,5.666666666666667
14,2.75
9,5.458333333333334
9,6.625
13,5.958333333333334
19,6.875
20,4.791666666666667
20,6.291666666666667
13,4.208333333333334
18,4.666666666666666
19,6.541666666666666
10,4.291666666666666
11,4.25
10,2.916666666666667
16,7.416666666666666
17,5.541666666666667
16,5.708333333333333
9,4.75
12,4.083333333333334
16,4.458333333333333
19,6.666666666666667
15,3.375
13,4.458333333333333
13,5.833333333333333
10,7.0
21,6.333333333333333
18,5.041666666666666
17,5.0
19,5.208333333333333
15,6.375
9,5.041666666666666
19,5.166666666666667
22,4.625
15,5.541666666666667
13,7.0
20,6.375
24,6.25
13,6.75
15,5.333333333333333
12,7.833333333333334
15,4.791666666666667
22,4.333333333333334
19,4.416666666666667
12,4.208333333333334
23,5.916666666666667
13,4.916666666666667
15,5.916666666666667
15,5.375
20,6.541666666666667
19,3.5
22,6.166666666666667
17,5.916666666666667
14,6.083333333333333
22,4.166666666666666
18,4.041666666666667
17,6.0
18,5.625
14,5.958333333333333
19,5.0
13,5.375
13,4.708333333333333
11,5.666666666666667
18,5.041666666666667
14,5.291666666666666
21,5.541666666666667
9,4.916666666666667
12,7.583333333333333
24,4.625
13,5.208333333333333
20,5.625
15,4.875
13,6.416666666666667
27,6.625
15,5.541666666666666
7,7.083333333333333
16,5.708333333333334
17,5.75
23,4.75
18,5.125
20,7.166666666666667
10,5.5
21,6.375
20,5.333333333333334
30,5.5
13,6.541666666666667
11,4.208333333333334
17,7.5
21,3.125
19,4.791666666666667
24,7.125
18,4.958333333333333
16,3.9166666666666665
20,6.708333333333333
25,4.208333333333334
20,5.041666666666666
10,4.458333333333333
12,3.958333333333333
20,5.541666666666667
17,5.916666666666667
12,6.875
24,5.791666666666667
24,5.75
24,4.083333333333333
22,5.333333333333333
20,4.0
12,5.083333333333333
11,3.833333333333333
17,6.5
7,4.916666666666667
26,6.583333333333333
18,3.541666666666667
19,5.083333333333334
18,3.666666666666667
16,4.75
28,5.125
21,4.375
15,5.125
10,6.291666666666667
23,5.375
18,3.416666666666667
14,4.541666666666667
10,5.958333333333333
14,5.333333333333334
18,2.7083333333333335
29,3.8333333333333335
10,4.083333333333333
8,4.833333333333333
19,4.5
19,4.166666666666667
21,3.416666666666667
8,5.25
20,5.875
30,5.25
22,5.583333333333333
20,5.875
15,5.166666666666667
9,6.875
17,7.0
15,5.125
21,4.666666666666667
19,4.541666666666667
18,6.333333333333333
23,5.375
14,5.916666666666666
17,5.458333333333333
14,4.666666666666667
17,4.333333333333334
21,3.708333333333333
12,5.791666666666667
17,3.875
24,6.75
17,5.625
17,4.75
7,6.5
17,4.833333333333333
17,4.333333333333334
16,3.2916666666666665
18,3.75
12,5.333333333333333
16,5.416666666666667
20,5.166666666666667
13,4.375
24,3.625
8,6.041666666666666
19,5.916666666666667
18,5.458333333333333
15,3.041666666666667
19,4.666666666666667
16,3.666666666666667
10,5.041666666666666
22,5.541666666666667
21,5.5
13,6.958333333333333
18,5.875
15,5.125
17,4.541666666666666
20,6.583333333333333
13,3.458333333333333
9,5.0
14,4.708333333333334
14,7.666666666666666
11,5.958333333333333
19,6.833333333333333
9,5.333333333333333
25,6.166666666666666
17,6.333333333333333
17,4.333333333333333
14,6.375
10,6.791666666666667
15,5.333333333333334
15,5.208333333333333
13,6.625
10,6.375
21,4.375
22,6.375
19,6.458333333333333
23,6.416666666666666
18,4.791666666666666
8,5.208333333333333
14,4.833333333333333
23,6.416666666666667
11,6.083333333333333
17,4.791666666666667
17,5.708333333333333
22,6.25
15,5.583333333333333
10,6.125
19,3.9583333333333335
25,5.708333333333333
21,6.75
24,5.875
28,6.041666666666666
12,5.916666666666667
16,5.625
25,5.791666666666667
17,4.041666666666667
5,6.0
19,5.208333333333333
19,4.375
9,4.25
22,6.25
11,5.583333333333333
15,6.875
16,6.416666666666667
14,5.958333333333333
19,4.833333333333333
13,5.958333333333333
18,5.208333333333334
20,5.75
19,4.666666666666666
12,6.041666666666667
18,4.416666666666666
16,6.875
22,5.0
19,4.291666666666666
10,4.375
10,4.625
18,5.0
19,4.916666666666667
16,3.75
15,5.125
18,7.625
22,5.625
12,7.291666666666667
14,3.125
14,4.791666666666667
24,4.0
10,4.208333333333333
15,4.375
10,6.458333333333333
15,5.583333333333333
15,6.166666666666667
19,3.666666666666667
20,5.125
19,3.166666666666667
19,3.0
22,6.083333333333334
10,6.208333333333333
17,6.083333333333333
17,7.0
14,5.583333333333334
22,5.916666666666667
15,4.666666666666666
11,4.875
13,3.125
10,7.0
18,5.875
15,4.583333333333333
24,6.208333333333333
12,6.166666666666667
17,4.791666666666667
19,6.208333333333334
26,6.375
26,6.458333333333333
13,5.166666666666667
16,4.208333333333333
17,3.791666666666667
22,5.375
13,5.291666666666667
15,5.25
11,5.0
16,4.125
16,5.208333333333333
7,5.625
10,5.5
18,4.375
18,6.166666666666667
27,4.875
21,6.916666666666667
20,4.958333333333334
24,6.0
26,6.416666666666667
14,6.333333333333333
13,7.458333333333333
20,6.416666666666666
15,8.166666666666666
17,6.458333333333333
12,5.458333333333333
19,3.583333333333333
23,5.458333333333333
16,8.125
6,5.916666666666667
10,4.708333333333333
11,5.208333333333334
23,7.125
10,5.041666666666667
11,5.958333333333333
14,3.333333333333333
10,5.166666666666667
13,5.291666666666667
19,3.5
12,5.416666666666667
15,4.458333333333333
14,5.0
25,5.916666666666666
8,6.75
19,3.791666666666667
16,2.7916666666666665
20,5.291666666666667
14,4.583333333333333
12,6.708333333333333
17,6.458333333333333
16,5.5
24,5.5
25,5.291666666666666
15,5.375
14,6.333333333333333
17,2.833333333333333
16,6.333333333333334
16,6.208333333333333
9,6.291666666666667
18,4.125
24,5.041666666666667
18,4.833333333333334
12,5.166666666666667
20,7.625
17,5.666666666666667
13,7.166666666666667
8,3.25
9,6.875
13,5.416666666666666
15,4.541666666666667
14,4.916666666666667
16,4.208333333333333
19,7.291666666666667
18,7.125
23,5.458333333333334
14,5.083333333333333
17,7.291666666666667
18,4.416666666666666
16,5.291666666666667
20,5.916666666666667
20,5.416666666666666
17,5.166666666666667
19,4.583333333333333
14,6.583333333333333
20,5.833333333333334
19,5.541666666666667
22,6.708333333333334
18,3.5
19,4.166666666666667
10,5.083333333333333
16,7.75
26,4.75
18,4.75
11,4.25
27,7.041666666666667
18,6.083333333333333
22,4.958333333333333
16,6.5
20,4.416666666666666
12,4.833333333333333
14,3.333333333333333
19,4.75
8,5.916666666666667
12,5.375
17,5.333333333333333
4,3.6666666666666665
19,7.041666666666667
13,5.833333333333333
20,7.458333333333333
17,4.166666666666667
19,4.708333333333334
15,4.958333333333333
22,5.833333333333333
22,5.416666666666667
19,7.0
19,5.041666666666666
18,3.416666666666667
16,5.333333333333334
10,5.0
14,6.291666666666667
17,5.958333333333333
13,5.708333333333333
23,5.041666666666667
19,4.375
10,7.875
23,4.083333333333333
14,5.25
19,4.875
15,5.083333333333334
18,5.916666666666667
21,6.666666666666667
16,4.791666666666666
20,6.791666666666667
16,4.416666666666667
11,4.625
8,5.666666666666667
23,6.666666666666667
14,4.333333333333333
16,4.5
18,5.75
21,6.708333333333333
15,6.791666666666666
20,6.333333333333333
20,6.25
14,4.833333333333333
15,4.958333333333333
23,3.916666666666667
16,5.5
19,6.125
9,5.125
11,6.791666666666667
22,4.333333333333334
16,4.708333333333334
15,8.291666666666666
20,5.416666666666667
23,6.583333333333334
17,5.583333333333334
11,6.041666666666667
17,4.458333333333333
21,6.708333333333333
17,6.083333333333333
22,5.25
16,5.208333333333333
14,5.625
24,3.5
23,3.541666666666667
13,6.625
19,6.208333333333333
18,3.291666666666667
17,4.666666666666666
10,6.166666666666667
17,6.0
6,3.2916666666666665
15,5.541666666666667
22,3.875
17,4.125
4,4.041666666666667
21,6.166666666666667
15,6.166666666666667
21,3.75
17,6.041666666666667
20,4.125
20,3.458333333333333
18,5.416666666666667
15,5.708333333333333
16,3.625
15,3.208333333333333
12,5.916666666666667
17,5.083333333333333
18,3.75
14,5.958333333333334
10,7.041666666666667
5,3.875
12,5.583333333333334
20,7.083333333333333
13,5.875
11,2.791666666666667
11,5.708333333333333
20,4.916666666666667
11,4.75
7,4.041666666666667
12,5.291666666666667
13,3.708333333333333
14,5.541666666666667
26,4.708333333333333
17,4.875
16,6.125
20,5.208333333333333
11,5.083333333333333
22,5.291666666666667
17,5.166666666666667
16,7.5
23,5.666666666666667
20,4.625
16,4.541666666666667
11,5.5
15,5.625
26,4.833333333333333
13,4.458333333333333
15,4.958333333333333
23,4.541666666666667
15,5.416666666666667
14,5.25
15,4.75
14,5.625
17,7.333333333333334
23,3.958333333333333
14,5.291666666666667
12,5.833333333333333
18,6.416666666666667
16,4.625
12,7.75
13,4.666666666666667
11,6.708333333333333
16,5.083333333333334
9,6.416666666666667
16,6.75
8,3.375
20,5.75
22,4.416666666666667
25,6.625
16,5.833333333333333
29,6.416666666666667
6,3.875
11,4.583333333333333
22,6.583333333333333
17,4.916666666666667
17,4.458333333333333
12,7.208333333333334
23,7.958333333333333
21,5.458333333333334
19,5.583333333333333
13,4.5
23,5.166666666666667
18,4.208333333333333
14,5.166666666666667
18,6.125
16,5.0
23,5.041666666666666
8,2.3333333333333335
17,4.125
28,5.791666666666667
21,6.708333333333333
19,6.666666666666667
14,6.458333333333333
17,4.083333333333333
23,7.333333333333333
19,6.125
22,6.5
24,6.333333333333333
18,6.291666666666667
7,5.291666666666667
7,5.75
24,7.166666666666667
13,6.916666666666666
25,4.666666666666666
14,7.666666666666667
12,5.708333333333334
16,3.666666666666667
17,4.875
16,4.458333333333333
14,4.75
15,6.958333333333333
6,5.583333333333334
16,4.791666666666667
6,6.208333333333333
8,3.791666666666667
17,4.291666666666667
14,4.833333333333333
20,6.875
24,5.291666666666666
21,5.666666666666666
28,5.166666666666666
20,6.708333333333333
24,3.6666666666666665
26,3.666666666666667
26,5.291666666666667
19,6.166666666666667
21,4.666666666666667
14,7.5
18,5.208333333333333
14,4.166666666666667
17,6.083333333333334
15,4.041666666666666
12,5.166666666666667
17,3.7083333333333335
22,5.916666666666667
15,4.75
22,6.0
14,6.583333333333333
7,4.666666666666666
24,5.958333333333333
13,5.875
15,3.75
15,5.791666666666667
17,7.416666666666667
23,5.666666666666666
19,5.041666666666666
6,4.708333333333333
17,5.75
13,3.708333333333333
11,3.875
19,7.208333333333333
23,3.916666666666667
24,5.791666666666667
11,7.375
14,4.75
20,5.833333333333333
21,5.375
6,4.833333333333333
19,4.166666666666667
8,2.7083333333333335
19,4.833333333333333
17,6.041666666666667
12,6.875
10,5.75
18,8.291666666666668
11,6.25
16,4.625
23,5.791666666666667
26,7.041666666666666
19,6.291666666666667
12,3.916666666666667
16,5.833333333333334
15,5.791666666666666
13,5.916666666666667
14,6.666666666666667
24,3.5
10,5.166666666666666
20,6.541666666666666
22,6.416666666666667
18,4.541666666666666
22,3.625
14,6.208333333333334
24,7.0
10,6.541666666666667
9,5.541666666666667
12,4.791666666666667
15,7.291666666666667
18,3.833333333333333
28,5.916666666666666
14,6.875
19,4.416666666666667
22,4.958333333333333
12,5.125
9,6.041666666666666
15,3.333333333333333
16,6.333333333333333
8,6.75
25,4.125
16,7.166666666666667
17,3.833333333333333
7,5.041666666666667
7,6.333333333333333
6,5.208333333333333
13,6.958333333333333
18,5.125
22,6.375
12,5.875
17,5.166666666666666
17,3.208333333333333
15,6.958333333333333
21,4.875
19,6.541666666666666
20,6.875
22,5.166666666666667
23,5.0
15,6.625
19,7.333333333333334
22,6.208333333333333
14,6.0
15,4.708333333333333
29,7.125
28,7.083333333333333
22,5.125
15,5.458333333333333
26,6.916666666666666
14,4.583333333333334
16,5.083333333333333
17,5.458333333333334
24,4.875
16,5.875
17,5.125
15,5.541666666666667
21,5.708333333333333
19,7.625
23,6.958333333333333
13,5.625
14,5.041666666666667
13,5.0
23,5.958333333333334
24,4.208333333333333
17,5.958333333333333
14,5.625
25,7.208333333333333
16,5.708333333333333
19,5.75
24,4.708333333333333
17,4.833333333333333
20,5.166666666666667
20,7.041666666666667
16,3.958333333333333
14,6.875
18,5.333333333333333
11,4.708333333333333
17,5.791666666666666
15,6.791666666666667
8,3.5416666666666665
16,7.791666666666667
20,4.666666666666666
17,5.416666666666667
17,6.5
20,4.458333333333333
9,4.0
16,6.416666666666666
17,4.083333333333334
14,7.5
10,3.583333333333333
11,4.5
18,5.583333333333333
7,6.25
11,5.708333333333333
22,6.958333333333333
28,6.25
17,6.916666666666666
23,7.375
11,6.208333333333333
23,5.791666666666667
16,4.208333333333333
10,6.833333333333333
24,4.5
14,6.125
18,7.791666666666667
16,4.291666666666666
17,7.0
16,4.541666666666667
17,5.875
12,5.125
20,4.666666666666667
27,5.5
16,5.583333333333333
12,4.708333333333333
14,5.291666666666667
27,6.291666666666667
13,6.291666666666666
21,5.875
16,4.958333333333334
16,6.583333333333333
21,7.875
14,4.958333333333334
13,3.5
19,5.916666666666667
14,6.208333333333333
16,7.458333333333333
25,6.041666666666666
26,5.125
8,7.125
7,5.75
17,3.75
18,5.708333333333333
16,4.083333333333333
23,4.125
12,5.75
19,6.333333333333333
13,6.458333333333333
17,5.875
19,3.4583333333333335
13,4.375
17,4.083333333333334
17,8.375
8,5.25
26,5.708333333333333
17,4.5
14,5.208333333333333
20,6.625
10,4.75
21,6.416666666666667
19,4.75
20,5.583333333333333
7,6.25
15,5.125
15,5.583333333333333
15,6.625
24,4.833333333333334
22,6.333333333333333
21,4.125
17,4.916666666666667
22,4.625
9,4.958333333333333
22,5.416666666666667
16,7.458333333333333
20,5.5
23,5.875
7,3.958333333333333
11,6.583333333333334
17,5.416666666666667
12,5.958333333333333
14,6.166666666666667
21,6.875
18,5.25
15,5.458333333333334
21,5.375
8,6.125
22,4.416666666666667
11,4.458333333333333
15,6.208333333333333
24,6.375
14,5.916666666666667
21,7.125
12,4.583333333333333
17,6.666666666666667
26,5.583333333333333
22,8.208333333333332
15,4.583333333333333
10,5.75
10,6.25
21,6.083333333333333
12,5.083333333333334
13,6.916666666666667
16,5.25
21,3.5
19,5.875
17,3.5
14,6.708333333333334
16,4.416666666666667
12,6.166666666666667
20,5.625
11,6.416666666666667
25,4.958333333333334
10,5.0
20,4.791666666666667
14,7.541666666666666
22,5.916666666666667
23,5.833333333333333
23,4.458333333333333
6,6.25
21,3.041666666666667
28,7.833333333333333
16,3.3333333333333335
14,4.75
17,3.2916666666666665
7,3.5833333333333335
14,4.166666666666667
22,5.458333333333333
14,3.3333333333333335
19,5.458333333333333
17,6.25
19,4.75
20,5.75
5,4.875
7,4.875
10,6.291666666666667
11,2.833333333333333
23,6.458333333333333
14,5.208333333333333
14,7.333333333333333
16,3.833333333333333
12,3.4166666666666665
19,4.791666666666666
12,5.416666666666667
14,6.166666666666666
16,4.916666666666666
16,4.958333333333333
15,6.0
23,4.833333333333333
10,5.5
18,5.25
23,3.541666666666667
11,5.791666666666666
21,4.375
8,4.208333333333334
18,6.625
25,3.833333333333333
16,4.375
13,5.125
5,5.208333333333334
11,6.083333333333333
24,4.541666666666666
26,5.75
13,4.208333333333333
22,5.458333333333334
12,6.833333333333334
23,6.208333333333333
13,4.416666666666667
17,4.666666666666667
20,6.666666666666667
10,6.25
21,6.916666666666667
19,6.291666666666667
25,6.375
22,4.666666666666666
8,5.291666666666667
22,3.291666666666667
5,5.041666666666666
16,6.875
15,3.916666666666667
17,7.458333333333333
19,7.791666666666667
16,5.041666666666667
15,5.5
20,6.166666666666667
19,6.333333333333333
13,5.583333333333333
12,3.666666666666667
12,5.25
22,4.875
21,3.541666666666667
16,5.708333333333334
19,5.916666666666667
18,4.708333333333333
21,3.333333333333333
10,6.708333333333333
16,6.208333333333334
7,3.958333333333333
23,7.083333333333333
13,5.541666666666667
16,6.083333333333334
15,3.5833333333333335
22,3.375
14,4.166666666666667
11,5.125
15,5.5
8,4.833333333333333
19,5.375
20,2.791666666666667
24,5.208333333333333
17,7.0
22,4.791666666666667
21,7.791666666666667
19,4.166666666666666
19,4.791666666666667
12,5.875
20,5.083333333333333
26,5.291666666666666
9,5.958333333333333
12,6.625
10,4.666666666666666
18,4.75
12,3.666666666666667
11,7.541666666666667
14,4.583333333333334
17,4.875
16,5.25
19,5.791666666666667
19,3.708333333333333
7,6.208333333333333
19,4.75
19,5.333333333333333
10,4.708333333333333
16,4.166666666666666
15,6.25
18,5.625
11,6.208333333333333
15,6.25
23,5.333333333333333
16,5.125
25,6.708333333333333
18,4.625
13,6.833333333333333
16,4.916666666666667
22,3.333333333333333
11,6.708333333333333
12,5.375
20,2.208333333333333
19,5.375
14,5.916666666666666
22,4.833333333333334
20,4.958333333333333
11,6.291666666666667
18,5.291666666666667
9,4.833333333333333
14,5.708333333333333
13,5.333333333333333
15,5.416666666666666
23,7.25
14,5.875
14,3.7916666666666665
18,4.291666666666667
20,5.625
21,6.583333333333333
24,7.791666666666666
16,2.958333333333333
19,6.916666666666666
9,5.416666666666667
20,4.375
17,6.0
17,4.708333333333334
17,4.083333333333334
22,4.791666666666667
14,4.708333333333333
17,4.5
11,5.583333333333333
19,5.958333333333333
22,5.916666666666667
13,6.208333333333334
15,6.708333333333334
16,6.083333333333333
15,7.666666666666667
12,4.125
18,6.5
25,5.166666666666667
9,3.958333333333333
19,5.416666666666667
17,6.375
19,7.083333333333333
14,5.875
17,6.25
12,5.5
19,6.875
9,5.375
19,5.166666666666667
19,6.458333333333333
14,6.041666666666666
23,4.416666666666667
16,7.083333333333334
12,3.75
14,4.041666666666667
25,4.5
22,3.666666666666667
12,6.458333333333333
16,5.333333333333334
15,5.291666666666666
11,4.666666666666666
20,6.25
13,6.625
10,4.833333333333333
15,2.708333333333333
17,6.041666666666667
11,5.375
7,3.5
12,5.041666666666667
10,4.041666666666666
25,5.583333333333333
19,8.583333333333332
19,4.541666666666667
9,2.2083333333333335
16,6.375
14,5.166666666666666
17,7.125
13,4.083333333333333
18,6.5
14,5.375
26,5.833333333333333
9,4.958333333333334
19,6.833333333333334
11,5.208333333333334
14,5.416666666666667
16,6.541666666666666
12,5.75
14,5.25
13,4.541666666666667
25,6.041666666666666
13,4.458333333333333
23,7.75
14,3.1666666666666665
16,3.875
16,3.833333333333333
17,5.375
17,4.833333333333334
20,6.583333333333333
19,6.625
15,4.5
16,4.458333333333333
8,4.916666666666667
16,4.625
13,5.25
16,6.416666666666666
14,5.75
18,5.916666666666667
19,5.708333333333333
7,4.666666666666666
13,4.958333333333333
16,4.708333333333334
13,4.833333333333333
10,3.75
20,5.25
14,5.0
20,4.291666666666667
26,5.166666666666666
16,6.416666666666667
15,4.666666666666666
21,4.416666666666666
9,3.583333333333333
5,3.375
19,7.833333333333333
14,2.875
22,7.041666666666667
9,5.25
8,6.958333333333333
9,4.5
11,5.416666666666667
21,7.375
27,4.083333333333333
14,5.125
14,6.041666666666667
20,4.291666666666666
20,4.041666666666667
6,5.0
19,5.916666666666667
13,4.833333333333333
17,5.25
22,5.583333333333333
19,8.208333333333332
22,5.5
24,7.875
28,5.333333333333333
25,3.625
16,7.666666666666667
16,6.875
19,4.25
20,3.875
23,3.125
19,5.458333333333334
11,7.5
15,6.166666666666666
9,5.333333333333333
24,6.041666666666667
21,5.416666666666667
23,5.166666666666666
23,4.625
7,6.083333333333333
16,5.875
19,6.416666666666667
7,5.25
20,6.833333333333333
10,5.75
17,5.041666666666667
13,3.8333333333333335
14,6.75
15,6.5
8,6.875
10,6.208333333333333
22,5.666666666666667
24,3.625
16,4.916666666666667
17,4.833333333333333
16,4.458333333333334
19,6.708333333333334
29,4.375
20,6.083333333333333
23,6.5
12,6.458333333333333
14,5.5
21,4.416666666666667
18,4.5
11,7.291666666666667
13,4.166666666666666
13,4.875
14,6.875
16,4.875
11,4.583333333333333
21,4.416666666666666
26,5.875
9,6.125
13,5.916666666666667
11,5.583333333333333
22,8.0
9,3.958333333333333
17,5.791666666666667
12,6.666666666666666
15,5.791666666666667
26,6.375
15,5.75
28,6.0
7,5.958333333333333
16,5.5
13,4.541666666666666
22,7.5
16,3.875
13,7.541666666666667
11,5.916666666666667
19,4.916666666666667
15,5.208333333333333
18,4.875
16,5.041666666666666
25,4.208333333333334
19,5.375
13,5.458333333333334
13,5.916666666666667
10,6.791666666666667
25,7.083333333333334
8,4.541666666666666
7,4.833333333333334
21,3.9166666666666665
15,6.708333333333333
11,7.625
19,2.25
22,4.041666666666667
23,6.25
15,5.5
14,6.5
21,5.875
17,5.0
13,4.333333333333334
22,5.833333333333333
19,4.666666666666667
19,4.375
19,4.083333333333333
22,5.625
12,4.666666666666667
13,7.5
16,4.5
7,7.125
17,5.083333333333333
16,5.875
8,8.166666666666668
20,5.333333333333333
14,4.541666666666666
16,4.75
21,5.583333333333333
10,4.458333333333333
20,6.75
15,5.083333333333333
8,4.166666666666667
15,5.583333333333333
14,4.666666666666667
20,3.708333333333333
4,6.041666666666667
9,3.833333333333333
21,4.583333333333333
15,3.125
13,4.333333333333334
5,5.458333333333333
14,4.916666666666666
15,5.916666666666666
10,4.25
13,5.125
20,4.333333333333334
21,4.541666666666666
12,6.916666666666667
14,5.583333333333333
13,8.458333333333332
7,3.916666666666667
13,5.125
18,6.875
4,5.416666666666667
11,5.416666666666667
17,5.708333333333334
14,7.0
19,3.8333333333333335
11,6.708333333333333
25,3.6666666666666665
22,4.583333333333333
18,5.291666666666666
11,5.083333333333333
29,4.916666666666667
5,4.208333333333334
19,4.458333333333334
24,6.25
18,6.791666666666667
17,4.708333333333334
25,5.458333333333333
15,7.083333333333333
15,6.916666666666667
18,5.25
28,6.583333333333333
6,6.666666666666667
16,6.0
12,5.541666666666666
17,6.083333333333333
14,4.916666666666666
6,4.625
23,4.708333333333333
15,6.5
22,4.291666666666666
19,3.5833333333333335
21,5.541666666666667
20,5.458333333333333
17,4.875
20,7.083333333333333
15,5.5
11,3.708333333333333
18,5.25
22,4.958333333333334
16,5.5
18,5.0
16,7.208333333333333
12,4.708333333333333
21,6.291666666666667
21,5.5
23,3.0833333333333335
16,4.916666666666667
16,3.3333333333333335
23,5.5
9,6.291666666666666
23,3.75
20,3.791666666666667
14,5.25
16,5.541666666666667
17,4.291666666666667
16,5.666666666666667
8,5.666666666666667
21,3.25
20,4.833333333333334
23,6.75
17,6.375
9,4.625
17,5.125
24,3.625
19,5.375
10,5.958333333333333
25,5.541666666666667
16,6.5
19,5.125
11,5.333333333333333
25,5.208333333333333
18,4.166666666666667
21,5.75
22,5.666666666666666
21,7.666666666666667
25,3.75
4,6.958333333333333
13,5.791666666666666
7,6.541666666666667
15,5.791666666666667
14,6.666666666666667
19,5.583333333333333
15,6.708333333333333
5,4.458333333333333
18,4.916666666666667
22,5.458333333333333
17,6.875
14,4.0
12,6.25
8,4.541666666666667
12,6.916666666666667
20,6.541666666666667
8,4.458333333333333
7,5.541666666666667
16,4.708333333333333
19,4.5
18,5.958333333333334
29,7.333333333333333
17,4.875
13,6.5
18,4.75
16,5.416666666666667
